100000,,-4.305
,,-4.304
01:Graph01,,-4.304
mm,,-4.304
,,-4.305
,,-4.306
,,-4.306
,,-4.307
,,-4.306
,,-4.305
,,-4.304
,,-4.304
,,-4.303
,,-4.302
,,-4.303
,,-4.302
,,-4.302
,,-4.302
,,-4.303
,,-4.305
,,-4.306
,,-4.306
,,-4.306
,,-4.307
,,-4.307
,,-4.307
,,-4.306
,,-4.306
,,-4.307
,,-4.305
,,-4.304
,,-4.304
,,-4.306
,,-4.306
,,-4.306
,,-4.306
,,-4.305
,,-4.302
,,-4.303
,,-4.304
,,-4.305
,,-4.306
,,-4.306
,,-4.306
,,-4.304
,,-4.303
,,-4.303
,,-4.305
,,-4.305
,,-4.305
,,-4.304
,,-4.303
,,-4.304
,,-4.304
,,-4.304
,,-4.305
,,-4.305
,,-4.306
,,-4.306
,,-4.305
,,-4.305
,,-4.305
,,-4.305
,,-4.305
,,-4.305
,,-4.304
,,-4.304
,,-4.303
,,-4.305
,,-4.307
,,-4.307
,,-4.307
,,-4.307
,,-4.306
,,-4.307
,,-4.306
,,-4.306
,,-4.306
,,-4.306
,,-4.305
,,-4.305
,,-4.306
,,-4.306
,,-4.305
,,-4.305
,,-4.306
,,-4.306
,,-4.307
,,-4.308
,,-4.308
,,-4.307
,,-4.308
,,-4.308
,,-4.307
,,-4.308
,,-4.309
,,-4.311
,,-4.310
,,-4.310
,,-4.310
,,-4.310
,,-4.309
,,-4.309
,,-4.310
,,-4.310
,,-4.310
,,-4.309
,,-4.309
,,-4.308
,,-4.308
,,-4.307
,,-4.306
,,-4.306
,,-4.307
,,-4.306
,,-4.307
,,-4.308
,,-4.311
,,-4.311
,,-4.310
,,-4.310
,,-4.310
,,-4.310
,,-4.309
,,-4.310
,,-4.311
,,-4.311
,,-4.310
,,-4.310
,,-4.309
,,-4.309
,,-4.310
,,-4.312
,,-4.313
,,-4.313
,,-4.311
,,-4.310
,,-4.309
,,-4.309
,,-4.309
,,-4.309
,,-4.308
,,-4.307
,,-4.307
,,-4.307
,,-4.307
,,-4.307
,,-4.308
,,-4.309
,,-4.309
,,-4.310
,,-4.310
,,-4.311
,,-4.311
,,-4.311
,,-4.310
,,-4.309
,,-4.308
,,-4.307
,,-4.307
,,-4.308
,,-4.309
