100000,,,,
,,-999.999,reversed,
01:Graph01,,6.046,0.109,
mm,,6.036,0.119,
,,6.037,0.118,
,,6.037,0.118,
,,6.037,0.118,
,,6.037,0.118,6.155
,,6.037,0.118,
,,6.037,0.118,
,,6.037,0.118,
,,6.037,0.118,
,,6.037,0.118,
,,6.037,0.118,
,,6.037,0.118,
,,6.037,0.118,
,,6.037,0.118,
,,6.037,0.118,
,,6.037,0.118,
,,6.037,0.118,
,,6.037,0.118,
,,6.037,0.118,
,,6.037,0.118,
,,6.037,0.118,
,,6.037,0.118,
,,6.037,0.118,
,,6.037,0.118,
,,6.037,0.118,
,,6.037,0.118,
,,6.038,0.117,
,,6.038,0.117,
,,6.038,0.117,
,,6.038,0.117,
,,6.038,0.117,
,,6.038,0.117,
,,6.038,0.117,
,,6.038,0.117,
,,6.038,0.117,
,,6.038,0.117,
,,6.038,0.117,
,,6.038,0.117,
,,6.038,0.117,
,,6.038,0.117,
,,6.038,0.117,
,,6.038,0.117,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
,,6.041,0.114,
,,6.041,0.114,
,,6.041,0.114,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.038,0.117,
,,6.038,0.117,
,,6.038,0.117,
,,6.038,0.117,
,,6.038,0.117,
,,6.038,0.117,
,,6.038,0.117,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.039,0.116,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
,,6.04,0.115,
