TIME,WEIGHT,POROSITY,Picture?
21.4768894521,3.3118,22.2597850496,0
21.8508900492,3.3108,22.2530636941,0
22.2248893497,3.3111,22.2550801008,0
22.5979245422,3.3105,22.2510472875,0
22.9718859137,3.3107,22.2523915586,0
23.3448653475,3.3089,22.2402931187,0
23.7178875728,3.3058,22.2194569168,0
24.0909266555,3.3045,22.2107191547,0
24.4648873786,3.3041,22.2080306125,0
24.8399503099,3.3041,22.2080306125,0
25.211888157,3.3046,22.2113912902,0
25.5828891273,3.3054,22.2167683746,0
25.9588886112,3.3062,22.222145459,0
26.3348874467,3.3067,22.2255061367,0
26.7068885087,3.3071,22.2281946789,0
27.0808910509,3.3075,22.2308832211,0
27.4528875745,3.3078,22.2328996277,0
27.8279135493,3.308,22.2342438988,0
28.2018895088,3.3081,22.2349160344,0
28.5748883933,3.3079,22.2335717633,0
28.9488873696,3.3075,22.2308832211,0
29.3228986646,3.3072,22.2288668144,0
29.6938873161,3.3044,22.2100470191,0
30.0678853198,3.3069,22.2268504078,0
30.4419215766,3.3044,22.2100470191,0
30.8158871624,3.3014,22.1898829527,0
31.1888876678,3.2985,22.1703910218,0
31.5618901183,3.297,22.1603089886,0
31.9358897429,3.2958,22.1522433621,0
32.3098990929,3.294,22.1401449222,0
32.6838854261,3.2924,22.1293907535,0
33.0568914426,3.2912,22.1213251269,0
33.4298887062,3.2903,22.115275907,0
33.8048897192,3.2897,22.1112430937,0
34.1778620211,3.2892,22.107882416,0
34.5498886932,3.2888,22.1051938738,0
34.9229258308,3.2885,22.1031774671,0
35.2978882666,3.2883,22.101833196,0
35.6708877994,3.2883,22.101833196,0
36.043888629,3.288,22.0998167894,0
36.4158916361,3.2876,22.0971282472,0
36.7928908876,3.2872,22.094439705,0
37.166886622,3.2868,22.0917511628,0
37.5378879165,3.2694,21.9747995776,0
37.9121118728,3.2783,22.0346196413,0
38.2828940224,3.2849,22.0789805874,0
38.6558922585,3.2785,22.0359639124,0
39.030890354,3.2746,22.0097506261,0
39.4058991473,3.2724,21.994963644,0
39.7788915482,3.2699,21.9781602554,0
40.1508952037,3.269,21.9721110354,0
40.52589492,3.2751,22.0131113038,0
40.8968894067,3.2793,22.0413409968,0
41.2728892148,3.2785,22.0359639124,0
41.6459133852,3.2787,22.0373081835,0
42.0188911981,3.2786,22.036636048,0
42.3918887859,3.2788,22.0379803191,0
42.7668891506,3.2797,22.044029539,0
43.1408903961,3.2808,22.05142303,0
43.5148890482,3.2819,22.058816521,0
43.8878924712,3.2828,22.0648657409,0
44.2618891782,3.2837,22.0709149609,0
44.6348926012,3.2848,22.0783084519,0
45.0078914857,3.2857,22.0843576718,0
45.382894768,3.2865,22.0897347562,0
45.7559286638,3.2873,22.0951118406,0
46.1288909161,3.2882,22.1011610605,0
46.5018953116,3.2891,22.1072102804,0
46.8758913703,3.2902,22.1146037714,0
47.2498919674,3.2912,22.1213251269,0
47.6238896469,3.2922,22.1280464824,0
47.9968959875,3.2931,22.1340957023,0
48.3708946396,3.2941,22.1408170578,0
48.7428953774,3.3175,22.2980967758,0
49.1168820349,3.319,22.308178809,0
49.4880629244,3.3218,22.3269986043,0
49.8628905018,3.3234,22.3377527731,0
50.2368979067,3.3186,22.3054902668,0
50.6098922527,3.3123,22.2631457273,0
50.983889608,3.3076,22.2315553566,0
51.356891086,3.3046,22.2113912902,0
51.7318911265,3.3047,22.2120634258,0
52.1048929286,3.3054,22.2167683746,0
52.4779222859,3.3065,22.2241618656,0
52.8508919943,3.3069,22.2268504078,0
53.2269060663,3.3073,22.22953895,0
53.5978859649,3.3071,22.2281946789,0
53.9738666464,3.3066,22.2248340012,0
54.346892762,3.3065,22.2241618656,0
54.7209624092,3.3065,22.2241618656,0
55.0928915035,3.3062,22.222145459,0
55.4669005293,3.3058,22.2194569168,0
55.8398939027,3.3051,22.2147519679,0
56.2128944081,3.3043,22.2093748836,0
56.5868914393,3.3036,22.2046699347,0
56.9618895348,3.3028,22.1992928504,0
57.3328947194,3.2798,22.0447016745,0
57.7068917505,3.2804,22.0487344878,0
58.0798938768,3.2909,22.1193087203,0
58.4528953547,3.2862,22.0877183495,0
58.821913323,3.2964,22.1562761753,0
59.2008955765,3.2989,22.173079564,0
59.5748935802,3.3002,22.1818173261,0
59.947893113,3.3003,22.1824894617,0
60.3218946827,3.3007,22.1851780039,0
60.6948919463,3.2967,22.158292582,0
61.0688912467,3.2916,22.1240136691,0
61.4428924922,3.2916,22.1240136691,0
61.8148672958,3.2925,22.130062889,0
62.1868916987,3.292,22.1267022113,0
62.5609273071,3.2915,22.1233415335,0
62.937914564,3.2907,22.1179644492,0
63.3088776053,3.2902,22.1146037714,0
63.6849604032,3.2888,22.1051938738,0
64.057892831,3.2875,22.0964561117,0
64.4318953732,3.2865,22.0897347562,0
64.8038980561,3.286,22.0863740784,0
65.1779174556,3.286,22.0863740784,0
65.5508975378,3.286,22.0863740784,0
65.9248961898,3.2859,22.0857019429,0
66.2988938694,3.2857,22.0843576718,0
66.6728938181,3.2857,22.0843576718,0
67.0418994676,3.2862,22.0877183495,0
67.418893208,3.2866,22.0904068917,0
67.7948930161,3.287,22.0930954339,0
68.1678792576,3.2873,22.0951118406,0
68.540895972,3.2875,22.0964561117,0
68.9138844828,3.2872,22.094439705,0
69.2878938327,3.2868,22.0917511628,0
69.6599091586,3.2801,22.0467180812,0
70.0319004952,3.2824,22.0621771988,0
70.4058968781,3.2803,22.0480623523,0
70.7788938175,3.2803,22.0480623523,0
71.1538954789,3.2798,22.0447016745,0
71.52689177,3.2797,22.044029539,0
71.9018957006,3.2798,22.0447016745,0
72.2728969951,3.2801,22.0467180812,0
72.647899629,3.2804,22.0487344878,0
73.0208942992,3.2806,22.0500787589,0
73.3948945722,3.2809,22.0520951655,0
73.7679051271,3.2813,22.0547837077,0
74.1418953505,3.2815,22.0561279788,0
74.5173242797,3.2819,22.058816521,0
74.8898920063,3.2822,22.0608329277,0
75.2618969585,3.2826,22.0635214698,0
75.6368963506,3.2832,22.0675542831,0
76.0099013945,3.284,22.0729313675,0
76.3828960647,3.2847,22.0776363163,0
76.7558975426,3.2852,22.0809969941,0
77.1298987881,3.2856,22.0836855363,0
77.5048965594,3.2862,22.0877183495,0
77.8738999396,3.2955,22.1502269554,0
78.2498955334,3.2931,22.1340957023,0
78.6218790897,3.2943,22.1421613289,0
78.9968953392,3.2957,22.1515712265,0
79.3688938078,3.2952,22.1482105488,0
79.7429002401,3.2963,22.1556040398,0
80.1129730863,3.293,22.1334235667,0
80.4898955074,3.3,22.180473055,0
80.8628982821,3.2926,22.1307350246,0
81.2378934599,3.2889,22.1058660093,0
81.6099100825,3.2788,22.0379803191,0
81.9858949784,3.2768,22.0245376081,0
82.3558948844,3.2771,22.0265540148,0
82.730893304,3.2773,22.0278982858,0
83.1048958462,3.2768,22.0245376081,0
83.4790659889,3.2748,22.0110948972,0
83.8518982454,3.2747,22.0104227616,0
84.2259944753,3.274,22.0057178128,0
84.5988786005,3.274,22.0057178128,0
84.972898,3.2752,22.0137834394,0
85.3469566252,3.2765,22.0225212015,0
85.7209364749,3.2772,22.0272261503,0
86.0948929837,3.2778,22.0312589636,0
86.4680027374,3.2776,22.0299146925,0
86.8399279415,3.2771,22.0265540148,0
87.2161919554,3.2774,22.0285704214,0
87.5888958371,3.278,22.0326032347,0
87.9618956942,3.279,22.0393245901,0
88.3348991172,3.28,22.0460459456,0
88.7098994819,3.2813,22.0547837077,0
89.0828973938,3.2825,22.0628493343,0
89.4548955382,3.2838,22.0715870964,0
89.8299182713,3.2851,22.0803248585,0
90.2038955275,3.2853,22.0816691296,0
90.577878619,3.2852,22.0809969941,0
90.9498994559,3.2853,22.0816691296,0
91.3248810183,3.2853,22.0816691296,0
91.6978935183,3.2855,22.0830134007,0
92.0688961094,3.2875,22.0964561117,0
92.4418953181,3.2895,22.1098988226,0
92.815899157,3.2905,22.1166201781,0
93.1869393529,3.2919,22.1260300757,0
93.5618985469,3.2874,22.0957839761,0
93.9369057194,3.2889,22.1058660093,0
94.3100122313,3.2872,22.094439705,0
94.6828824168,3.2929,22.1327514312,0
95.058900703,3.2896,22.1105709581,0
95.4279572486,3.2896,22.1105709581,0
95.8058992121,3.2909,22.1193087203,0
96.1788977725,3.2932,22.1347678378,0
96.5518963328,3.2913,22.1219972624,0
96.9248978107,3.2887,22.1045217382,0
97.2978989645,3.2877,22.0978003827,0
97.6698977572,3.2876,22.0971282472,0
98.0469018714,3.2877,22.0978003827,0
98.4198968657,3.2881,22.1004889249,0
98.7928963986,3.2875,22.0964561117,0
99.1648968123,3.2871,22.0937675695,0
99.5408972687,3.2868,22.0917511628,0
99.9108965263,3.2866,22.0904068917,0
100.28789675,3.2865,22.0897347562,0
100.661906424,3.2863,22.0883904851,0
101.034899474,3.2862,22.0877183495,0
101.4088884,3.2864,22.0890626206,0
101.781898631,3.2859,22.0857019429,0
102.15390488,3.285,22.079652723,0
102.528896492,3.2845,22.0762920452,0
102.90091506,3.2843,22.0749477741,0
103.27590732,3.2847,22.0776363163,0
103.648898424,3.3019,22.1932436304,0
104.021900875,3.3259,22.3545561617,0
104.393890266,3.3391,22.443278054,0
104.767905775,3.3357,22.4204254454,0
105.141887894,3.3376,22.4331960208,0
105.516895067,3.3336,22.4063105989,0
105.888899046,3.3324,22.3982449723,0
106.261898904,3.3333,22.4042941922,0
106.63589788,3.3296,22.379425177,0
107.008898061,3.3121,22.2618014562,0
107.383899074,3.3093,22.2429816609,0
107.755897543,3.3199,22.3142280289,0
108.129871881,3.3283,22.3706874149,0
108.502903832,3.3257,22.3532118907,0
108.875880672,3.3313,22.3908514813,0
109.250898867,3.3478,22.5017538466,0
109.62189854,3.3571,22.5642624525,0
109.9978977,3.3687,22.6422301759,0
110.37089626,3.3755,22.6879353931,0
110.743897414,3.3759,22.6906239353,0
111.116900189,3.3756,22.6886075287,0
111.49190185,3.3773,22.700033833,0
111.863950567,3.3782,22.7060830529,0
112.238905546,3.3801,22.7188536283,0
112.609898412,3.3802,22.7195257638,0
112.985897896,3.3802,22.7195257638,0
113.358900995,3.3796,22.7154929506,0
113.730896546,3.3789,22.7107880017,0
114.105879729,3.3783,22.7067551884,0
114.480897924,3.3777,22.7027223752,0
114.853897781,3.3771,22.6986895619,0
115.227925933,3.3764,22.693984613,0
115.600905367,3.3758,22.6899517998,0
115.97490564,3.3753,22.686591122,0
116.347898689,3.3747,22.6825583087,0
116.720900167,3.374,22.6778533599,0
117.091898868,3.3733,22.6731484111,0
117.469898535,3.3727,22.6691155978,0
117.842908766,3.3721,22.6650827845,0
118.215936502,3.3715,22.6610499712,0
118.58989755,3.371,22.6576892935,0
118.963899768,3.3706,22.6550007513,0
119.336904163,3.3701,22.6516400736,0
119.709898185,3.3698,22.6496236669,0
120.082906147,3.3653,22.6193775673,0
120.64187282,3.3658,22.6227382451,1
121.015899676,3.3658,22.6227382451,0
121.38993885,3.3642,22.6119840763,0
121.761899714,3.3635,22.6072791275,0
122.137901143,3.3638,22.6092955341,0
122.509900908,3.3642,22.6119840763,0
122.883334517,3.3646,22.6146726185,0
123.257921229,3.3651,22.6180332962,0
123.630906822,3.3655,22.6207218384,0
124.003900844,3.3658,22.6227382451,0
124.378901533,3.3661,22.6247546517,0
124.750906485,3.3663,22.6260989228,0
125.125931487,3.3664,22.6267710583,0
125.498900223,3.3664,22.6267710583,0
125.875947129,3.3665,22.6274431939,0
126.246900121,3.3667,22.628787465,0
126.619901599,3.3668,22.6294596005,0
126.992900807,3.3668,22.6294596005,0
127.365903258,3.3667,22.628787465,0
127.741339319,3.3665,22.6274431939,0
128.113905749,3.3663,22.6260989228,0
128.487903104,3.3661,22.6247546517,0
128.861903377,3.3659,22.6234103806,0
129.234874382,3.3658,22.6227382451,0
129.608898645,3.3658,22.6227382451,0
129.981899798,3.3657,22.6220661095,0
130.353902481,3.3657,22.6220661095,0
130.729901641,3.3657,22.6220661095,0
131.101907566,3.3657,22.6220661095,0
131.474908071,3.3657,22.6220661095,0
131.847899499,3.3657,22.6220661095,0
132.222901161,3.3657,22.6220661095,0
132.59488569,3.3657,22.6220661095,0
132.970906245,3.3658,22.6227382451,0
133.34393463,3.3659,22.6234103806,0
133.717903133,3.366,22.6240825161,0
134.090900397,3.3662,22.6254267872,0
134.464874411,3.3663,22.6260989228,0
134.838903212,3.3666,22.6281153294,0
135.210899736,3.367,22.6308038716,0
135.582907281,3.3734,22.6738205466,0
135.954903156,3.3717,22.6623942423,0
136.328905699,3.3727,22.6691155978,0
136.702967566,3.3736,22.6751648177,0
137.077938754,3.3749,22.6839025798,0
137.448904065,3.3752,22.6859189865,0
137.823900864,3.3752,22.6859189865,0
138.19690688,3.3747,22.6825583087,0
138.57092401,3.3745,22.6812140377,0
138.943883345,3.3744,22.6805419021,0
139.317901448,3.3744,22.6805419021,0
139.6919001,3.3744,22.6805419021,0
140.064901902,3.3743,22.6798697666,0
140.436902316,3.3744,22.6805419021,0
140.812902448,3.3747,22.6825583087,0
141.183887857,3.375,22.6845747154,0
141.559903226,3.3751,22.6852468509,0
141.933931378,3.3752,22.6859189865,0
142.307905069,3.3753,22.686591122,0
142.680902332,3.3754,22.6872632576,0
143.053966377,3.3755,22.6879353931,0
143.427946875,3.3755,22.6879353931,0
143.800901023,3.3755,22.6879353931,0
144.174900971,3.3754,22.6872632576,0
144.547963719,3.3752,22.6859189865,0
144.922950144,3.3751,22.6852468509,0
145.296939719,3.3749,22.6839025798,0
145.66993828,3.3748,22.6832304443,0
146.037881595,3.3747,22.6825583087,0
146.414895759,3.3746,22.6818861732,0
146.789901634,3.3744,22.6805419021,0
147.163902556,3.3744,22.6805419021,0
147.535906211,3.3744,22.6805419021,0
147.910933159,3.3743,22.6798697666,0
148.284906849,3.3741,22.6785254955,0
148.657887903,3.374,22.6778533599,0
149.030904618,3.374,22.6778533599,0
149.403906096,3.3741,22.6785254955,0
149.777940083,3.3743,22.6798697666,0
150.152904788,3.3745,22.6812140377,0
150.524929191,3.3749,22.6839025798,0
150.894905432,3.3881,22.7726244721,0
151.268903436,3.3872,22.7665752521,0
151.641910101,3.385,22.7517882701,0
152.017877167,3.3845,22.7484275924,0
152.38992329,3.3847,22.7497718635,0
152.763885958,3.3848,22.750443999,0
153.137905033,3.3847,22.7497718635,0
153.511903685,3.3849,22.7511161346,0
153.885912711,3.3851,22.7524604056,0
154.255917804,3.3852,22.7531325412,0
154.630904553,3.3851,22.7524604056,0
155.004903529,3.385,22.7517882701,0
155.379907784,3.3849,22.7511161346,0
155.753949228,3.3848,22.750443999,0
156.127907357,3.3845,22.7484275924,0
156.501905037,3.3841,22.7457390502,0
156.873905775,3.3836,22.7423783724,0
157.246904984,3.3832,22.7396898303,0
157.621911508,3.3827,22.7363291525,0
157.994905205,3.3824,22.7343127459,0
158.36891261,3.3821,22.7322963392,0
158.74099958,3.3819,22.7309520681,0
159.114903247,3.3817,22.729607797,0
159.48892135,3.3815,22.7282635259,0
159.861906943,3.3812,22.7262471193,0
160.235905919,3.3809,22.7242307127,0
160.608917447,3.3805,22.7215421705,0
160.981904013,3.3801,22.7188536283,0
161.354910029,3.3785,22.7080994595,0
161.726903311,3.3786,22.7087715951,0
162.102905388,3.3785,22.7080994595,0
162.475907839,3.3793,22.7134765439,0
162.848905426,3.38,22.7181814927,0
163.222908941,3.38,22.7181814927,0
163.596905,3.3803,22.7201978994,0
163.970906894,3.3806,22.722214306,0
164.343906426,3.3812,22.7262471193,0
164.717907024,3.3816,22.7289356615,0
165.089905492,3.3819,22.7309520681,0
165.462904701,3.3822,22.7329684748,0
165.837935863,3.3824,22.7343127459,0
166.211959801,3.3828,22.7370012881,0
166.58390478,3.3835,22.7417062369,0
166.958906117,3.3845,22.7484275924,0
167.328907644,3.3856,22.7558210834,0
167.706913471,3.3866,22.7625424389,0
168.080915689,3.3874,22.7679195232,0
168.452907998,3.3881,22.7726244721,0
168.827906742,3.3887,22.7766572853,0
169.197905999,3.3972,22.8337888068,0
169.57097134,3.3958,22.8243789092,0
169.94490775,3.3938,22.8109361982,0
170.317911173,3.3904,22.7880835896,0
170.692907972,3.389,22.778673692,0
171.064906116,3.3873,22.7672473877,0
171.437905001,3.3864,22.7611981678,0
171.811908191,3.3864,22.7611981678,0
172.18591203,3.3865,22.7618703033,0
172.560908505,3.3873,22.7672473877,0
172.933911279,3.3884,22.7746408787,0
173.306908543,3.3895,22.7820343697,0
173.681916364,3.3904,22.7880835896,0
174.051907193,3.3914,22.7948049451,0
174.425907466,3.3924,22.8015263006,0
174.800909127,3.3931,22.8062312494,0
175.174906158,3.3937,22.8102640627,0
175.548906431,3.3943,22.814296876,0
175.922908973,3.3946,22.8163132826,0
176.295905913,3.395,22.8190018248,0
176.669911373,3.3953,22.8210182315,0
177.04192832,3.3955,22.8223625025,0
177.415906872,3.3957,22.8237067736,0
177.789908766,3.3958,22.8243789092,0
178.16390677,3.3958,22.8243789092,0
178.537907691,3.3958,22.8243789092,0
178.911905695,3.3959,22.8250510447,0
179.281905601,3.3956,22.8230346381,0
179.655907819,3.3965,22.829083858,0
180.029882158,3.3941,22.8129526049,0
180.588906859,3.3932,22.806903385,1
180.963908196,3.393,22.8055591139,0
181.337947371,3.3931,22.8062312494,0
181.709906938,3.3934,22.8082476561,0
182.084907951,3.3933,22.8075755205,0
182.457909429,3.3934,22.8082476561,0
182.830910583,3.3936,22.8095919272,0
183.204907614,3.3938,22.8109361982,0
183.578903997,3.3941,22.8129526049,0
183.95290816,3.3942,22.8136247404,0
184.323911724,3.3941,22.8129526049,0
184.699909911,3.3939,22.8116083338,0
185.072931812,3.3937,22.8102640627,0
185.44690842,3.3935,22.8089197916,0
185.818907213,3.3932,22.806903385,0
186.194910587,3.393,22.8055591139,0
186.568906969,3.3928,22.8042148428,0
186.940906411,3.3927,22.8035427072,0
187.314906359,3.3927,22.8035427072,0
187.688908253,3.3927,22.8035427072,0
188.060965074,3.3927,22.8035427072,0
188.435910977,3.3926,22.8028705717,0
188.809907035,3.3926,22.8028705717,0
189.183912819,3.3926,22.8028705717,0
189.555909991,3.3926,22.8028705717,0
189.929907346,3.3926,22.8028705717,0
190.304979355,3.3926,22.8028705717,0
190.675916138,3.3925,22.8021984361,0
191.048907242,3.3922,22.8001820295,0
191.423915063,3.3921,22.7995098939,0
191.796922052,3.3919,22.7981656228,0
192.169908293,3.3919,22.7981656228,0
192.544908658,3.3919,22.7981656228,0
192.917909487,3.392,22.7988377584,0
193.290908372,3.3922,22.8001820295,0
193.664907024,3.3924,22.8015263006,0
194.037921145,3.3926,22.8028705717,0
194.411910396,3.3927,22.8035427072,0
194.784909604,3.3928,22.8042148428,0
195.158909877,3.393,22.8055591139,0
195.530896027,3.3933,22.8075755205,0
195.9072453,3.3937,22.8102640627,0
196.274909173,3.4049,22.885543244,0
196.650908981,3.4059,22.8922645994,0
197.023915646,3.4068,22.8983138194,0
197.397908463,3.4065,22.8962974127,0
197.771912626,3.4065,22.8962974127,0
198.144908269,3.4068,22.8983138194,0
198.518908542,3.4073,22.9016744971,0
198.893910527,3.4076,22.9036909037,0
199.265882089,3.4081,22.9070515815,0
199.639985451,3.4086,22.9104122592,0
200.012891944,3.409,22.9131008014,0
200.38791176,3.4092,22.9144450725,0
200.76091421,3.4094,22.9157893436,0
201.133910501,3.4095,22.9164614791,0
201.507903642,3.4097,22.9178057502,0
201.880910956,3.4099,22.9191500213,0
202.253910488,3.4102,22.921166428,0
202.625910578,3.4105,22.9231828346,0
203.002910478,3.4108,22.9251992413,0
203.375913252,3.4111,22.9272156479,0
203.747934413,3.4116,22.9305763256,0
204.122910465,3.412,22.9332648678,0
204.495911294,3.4124,22.93595341,0
204.86891569,3.415,22.9534289342,0
205.240028826,3.4137,22.9446911721,0
205.614952036,3.4128,22.9386419522,0
205.9889361,3.4129,22.9393140877,0
206.362964577,3.4129,22.9393140877,0
206.731912198,3.4124,22.93595341,0
207.108912746,3.4112,22.9278877834,0
207.483052416,3.41,22.9198221569,0
207.856909078,3.4091,22.913772937,0
208.229909907,3.4082,22.907723717,0
208.603910829,3.4075,22.9030187682,0
208.976910362,3.4069,22.8989859549,0
209.349911515,3.4067,22.8976416838,0
209.724910908,3.4066,22.8969695483,0
210.09788483,3.4065,22.8962974127,0
210.470916781,3.4063,22.8949531416,0
210.845892508,3.4064,22.8956252772,0
211.218911492,3.4066,22.8969695483,0
211.591912321,3.4068,22.8983138194,0
211.963912735,3.4069,22.8989859549,0
212.338912127,3.407,22.8996580905,0
212.714997518,3.4071,22.900330226,0
213.0869117,3.4072,22.9010023616,0
213.460911325,3.4071,22.900330226,0
213.834917433,3.4071,22.900330226,0
214.207910483,3.4072,22.9010023616,0
214.580924279,3.4074,22.9023466327,0
214.95491742,3.4075,22.9030187682,0
215.324909222,3.4075,22.9030187682,0
215.701910094,3.4076,22.9036909037,0
216.072912361,3.4076,22.9036909037,0
216.448912818,3.4076,22.9036909037,0
216.821922076,3.4075,22.9030187682,0
217.193912764,3.4012,22.8606742287,0
217.56394444,3.3982,22.8405101623,0
217.939916368,3.3952,22.8203460959,0
218.314913167,3.3949,22.8183296893,0
218.68891344,3.396,22.8257231803,0
219.059917976,3.3969,22.8317724002,0
219.433913711,3.3976,22.836477349,0
219.806917782,3.3987,22.8438708401,0
220.181977796,3.3996,22.84992006,0
220.555915502,3.4004,22.8552971444,0
220.928912766,3.4013,22.8613463643,0
221.302967825,3.4021,22.8667234487,0
221.677912431,3.4027,22.8707562619,0
222.04991252,3.4032,22.8741169397,0
222.420913491,3.4037,22.8774776174,0
222.796913947,3.4042,22.8808382951,0
223.171913663,3.4048,22.8848711084,0
223.544916762,3.4054,22.8889039217,0
223.917946444,3.406,22.892936735,0
224.291914947,3.4065,22.8962974127,0
224.66491448,3.407,22.8996580905,0
225.039212997,3.4077,22.9043630393,0
225.412914053,3.4086,22.9104122592,0
225.785911965,3.4095,22.9164614791,0
226.159914508,3.4102,22.921166428,0
226.530912884,3.4211,22.9944292026,0
226.903914362,3.4198,22.9856914405,0
227.278926397,3.4209,22.9930849315,0
227.651897403,3.4218,22.9991341514,0
228.023912728,3.4223,23.0024948292,0
228.397916243,3.4214,22.9964456093,0
228.773931288,3.4199,22.986363576,0
229.145915817,3.4191,22.9809864917,0
229.51895652,3.4184,22.9762815428,0
229.892913029,3.4175,22.9702323229,0
230.266973275,3.4164,22.9628388319,0
230.639894032,3.4153,22.9554453409,0
231.013921861,3.4139,22.9460354432,0
231.386913289,3.4127,22.9379698167,0
231.76189939,3.4116,22.9305763256,0
232.134942038,3.4106,22.9238549702,0
232.507914989,3.4098,22.9184778858,0
232.880912252,3.4091,22.913772937,0
233.255916507,3.4086,22.9104122592,0
233.629898302,3.4081,22.9070515815,0
234.003927103,3.4076,22.9036909037,0
234.375915846,3.407,22.8996580905,0
234.750975211,3.4064,22.8956252772,0
235.122915976,3.4061,22.8936088705,0
235.496914628,3.4053,22.8882317862,0
235.868914069,3.3987,22.8438708401,0
236.241914899,3.3987,22.8438708401,0
236.613932169,3.3986,22.8431987045,0
236.989912851,3.3989,22.8452151111,0
237.361918776,3.3999,22.8519364666,0
237.736914926,3.401,22.8593299576,0
238.108914367,3.4021,22.8667234487,0
238.483917649,3.4029,22.872100533,0
238.856918803,3.4037,22.8774776174,0
239.229916715,3.4042,22.8808382951,0
239.604913514,3.4043,22.8815104307,0
239.97892027,3.404,22.8794940241,0
240.349913785,3.4036,22.8768054819,0
240.726955179,3.4032,22.8741169397,0
241.097922435,3.4027,22.8707562619,0
241.47300741,3.4023,22.8680677198,0
241.845962855,3.4018,22.864707042,0
242.2199346,3.4015,22.8626906354,0
242.594919404,3.4011,22.8600020932,0
242.967917965,3.4007,22.857313551,0
243.338916017,3.3916,22.7961492162,0
243.7129124,3.3924,22.8015263006,0
244.085914202,3.394,22.8122804693,0
244.457915264,3.3969,22.8317724002,0
244.8329863,3.3968,22.8311002647,0
245.205915162,3.3961,22.8263953158,0
245.578924096,3.3966,22.8297559936,0
245.953029079,3.3975,22.8358052135,0
246.326920427,3.3982,22.8405101623,0
246.700914541,3.399,22.8458872467,0
247.073915371,3.4,22.8526086022,0
247.445915136,3.4007,22.857313551,0
247.8219224,3.4013,22.8613463643,0
248.192919804,3.402,22.8660513131,0
248.569916462,3.4027,22.8707562619,0
248.943916087,3.4031,22.8734448041,0
249.315920067,3.4033,22.8747890752,0
249.68991807,3.4034,22.8754612108,0
250.065876059,3.4033,22.8747890752,0
250.43692047,3.4035,22.8761333463,0
250.80991514,3.4037,22.8774776174,0
251.183916709,3.404,22.8794940241,0
251.557944538,3.4044,22.8821825662,0
251.932917023,3.4048,22.8848711084,0
252.302918874,3.4135,22.943346901,0
252.675924566,3.4133,22.9420026299,0
253.049918356,3.414,22.9467075788,0
253.422963273,3.4159,22.9594781542,0
253.79791566,3.4175,22.9702323229,0
254.170921028,3.4187,22.9782979495,0
254.54391894,3.4196,22.9843471694,0
254.917915971,3.4205,22.9903963893,0
255.291919161,3.4211,22.9944292026,0
255.665892203,3.4216,22.9977898803,0
256.037900722,3.4221,23.0011505581,0
256.411924984,3.4227,23.0051833714,0
256.783917941,3.4232,23.0085440491,0
257.15791789,3.4234,23.0098883202,0
257.533918346,3.4233,23.0092161846,0
257.907916999,3.4233,23.0092161846,0
258.280915559,3.4233,23.0092161846,0
258.651915232,3.4233,23.0092161846,0
